lens_id,survey,ra_deg,dec_deg,z_lens,z_source,einstein_radius_arcsec,lens_mass_Msun,velocity_dispersion_km_s,lens_type,reference
DES-1896,DES-SL,57.25952794072701,-53.08274834623312,0.422335172176377,1.1119465528461034,1.7118224120661725,182818189551.6235,206.68565881840095,candidate,DES-SL-simulated
DES-1897,DES-SL,17.253573905441936,-51.763059683270605,0.09183931856330536,0.27116972869026207,0.5332419875222512,67220385792.53022,224.55272347795594,candidate,DES-SL-simulated
DES-1898,DES-SL,59.471880619151406,-49.321808699480925,0.18338028403073417,0.825522011997897,0.9209901822587631,62524662105.26379,164.78898245062882,candidate,DES-SL-simulated
DES-1899,DES-SL,20.36146462031075,-53.173195107139456,0.28768723285148534,0.6604324199121125,0.7418749529368956,88077383577.01445,217.91987634573277,candidate,DES-SL-simulated
DES-1900,DES-SL,8.701348036211499,-57.01134657151022,0.17892276796481593,0.27892276796481597,0.9408606945765258,39947700304.326485,130.32064605349765,candidate,DES-SL-simulated
DES-1901,DES-SL,54.919895014111006,-58.74136286128113,0.09077553021703733,0.9252690994804055,0.9069806135411278,86232991400.79343,195.01486626061606,candidate,DES-SL-simulated
DES-1902,DES-SL,17.82831717407803,-55.499332504367416,0.05,1.453576939580222,0.8756671872997475,79005050588.97859,189.97125214695313,candidate,DES-SL-simulated
DES-1903,DES-SL,38.673335997860775,-37.451512127030725,0.05,0.15000000000000002,1.2128337542498033,106114306692.48412,187.0752475100896,candidate,DES-SL-simulated
DES-1904,DES-SL,25.563625190564988,-33.317556302358966,0.09234936996992468,0.1923493699699247,0.5656012618579866,73861523233.28401,228.5514288315608,candidate,DES-SL-simulated
DES-1905,DES-SL,40.2116765223305,-40.75390907263339,0.23660936674927316,1.547073708749214,0.7116452070593601,149024806260.7466,289.41931697036296,candidate,DES-SL-simulated
DES-1906,DES-SL,22.621191400254364,-55.23362957413788,0.16669694620280373,0.6644942901685407,0.5278835608781459,24790158731.545307,137.0567977745862,candidate,DES-SL-simulated
DES-1907,DES-SL,25.076262415554915,-47.828682340250054,0.37013793492679053,0.7944199482508922,0.5224689660941312,109245359961.75795,289.20196943106856,candidate,DES-SL-simulated
DES-1908,DES-SL,41.903567099952745,-37.17474442786589,0.1856416258444776,0.7066373289893647,0.5415658179404432,43692549435.671295,179.64207640394892,candidate,DES-SL-simulated
DES-1909,DES-SL,3.8971460449315054,-31.042265065343642,0.2019713295785182,1.414396830394187,0.636164468924924,66090653817.89452,203.85215888350925,candidate,DES-SL-simulated
DES-1910,DES-SL,34.13699824580195,-46.417001721657726,0.05,1.223188864900073,0.5481863272612327,104146984168.9369,275.66983432206894,candidate,DES-SL-simulated
DES-1911,DES-SL,13.489016435367926,-42.30686863036762,0.09720789255297808,0.711310470822505,0.6009250113969069,55049619308.36382,191.42427700414686,candidate,DES-SL-simulated
DES-1912,DES-SL,12.161934501012633,-54.91282630404474,0.13616294721181357,0.71244627261886,1.231973220147258,127804637532.86378,203.70545937274295,candidate,DES-SL-simulated
DES-1913,DES-SL,10.018363562831363,-51.778713242202116,0.25699565434791327,0.35699565434791325,0.7972944518714584,135195919041.4725,260.43683919738584,candidate,DES-SL-simulated
DES-1914,DES-SL,42.60946687603385,-53.83227850630917,0.29534786519718176,0.43219799022155425,0.8486833668434031,30552601206.36251,120.0,candidate,DES-SL-simulated
DES-1915,DES-SL,45.36894071631023,-50.57425108354746,0.22610825973134185,2.5,0.9029305269855498,32505498971.47979,120.0,candidate,DES-SL-simulated
DES-1916,DES-SL,22.076316700656765,-51.856158483024785,0.11435482634702777,0.5150656941136633,0.7576872478896192,93154132272.81526,221.76145839511082,candidate,DES-SL-simulated
DES-1917,DES-SL,46.72683296262394,-35.73655361580917,0.3837124407150704,0.5414143609450786,0.8499704383375181,32804318974.906277,124.24919911623614,candidate,DES-SL-simulated
DES-1918,DES-SL,33.48289447474604,-45.045664672864056,0.3784322846337473,0.6406125511487213,0.9628813546349836,123096867418.01288,226.13464712456525,candidate,DES-SL-simulated
DES-1919,DES-SL,50.12435273298374,-47.60596436005952,0.18108545887677974,0.6464177781739575,0.6089373709516481,58864972475.39111,196.64013077884655,candidate,DES-SL-simulated
DES-1920,DES-SL,10.591746243160145,-35.90562221527366,0.6,1.4082283209007804,1.1383737578111541,73186270536.16948,160.36233311410436,candidate,DES-SL-simulated
DES-1921,DES-SL,38.82856075980655,-46.01255616470095,0.6,1.7162923541264714,0.6897249584915776,110861547573.30753,253.56102180043172,candidate,DES-SL-simulated
DES-1922,DES-SL,29.240551851190734,-54.76083405787615,0.11312153620817951,1.1446877032855205,0.9050099789128017,64657306976.15369,169.04880990552604,candidate,DES-SL-simulated
DES-1923,DES-SL,5.642644558599212,-49.64911130964824,0.23986629456539524,1.0561878218300789,1.2548813983688738,231836743261.64233,271.8440229294407,candidate,DES-SL-simulated
DES-1924,DES-SL,16.56736700064159,-33.07915128088617,0.20552969604251617,0.6634229786848856,1.1377357987859629,50445367702.5917,133.17414891575845,candidate,DES-SL-simulated
DES-1925,DES-SL,48.414789089547924,-47.29537164862872,0.21758095362954363,0.5017991053289419,0.9334350625801485,51665002902.32132,148.79425717162707,candidate,DES-SL-simulated
DES-1926,DES-SL,25.99539382135338,-48.51685033367913,0.2589566144142828,1.2360684397704516,0.851674433082497,67805561094.93828,178.4538194813856,candidate,DES-SL-simulated
DES-1927,DES-SL,52.0905631628573,-34.83407306906252,0.45889380020951975,0.7646585353305415,1.2832938984982325,152794373224.67288,218.23309485267254,candidate,DES-SL-simulated
DES-1928,DES-SL,4.714294937500303,-42.29922085173412,0.6,1.8094360859018455,0.6561515489148145,94719975476.48534,240.2971970232067,candidate,DES-SL-simulated
DES-1929,DES-SL,49.55377615752576,-56.33760967154713,0.3398310297749229,1.0753634019237883,0.8043680656463563,151638365235.0966,274.60417284384005,candidate,DES-SL-simulated
DES-1930,DES-SL,18.533856137724246,-47.83685315785368,0.0838134434558248,0.7472580443353878,2.4183766012520014,287847497641.99896,218.1972429500079,candidate,DES-SL-simulated
DES-1931,DES-SL,2.1788843601441155,-31.30419751268202,0.1989923311375395,0.35644532305118753,1.207174070570786,211231767099.5436,264.56029279245683,candidate,DES-SL-simulated
DES-1932,DES-SL,9.25731689148581,-45.01240040634323,0.13867042404064628,1.7184470713535862,0.7135922060903118,69108920632.34607,196.82125726766228,candidate,DES-SL-simulated
DES-1933,DES-SL,22.654867646121225,-43.77191270405775,0.20177283981334695,0.5114870688850076,0.6812634798297824,101358274858.38387,243.95068754986366,candidate,DES-SL-simulated
DES-1934,DES-SL,1.3444557887620379,-34.993748913514466,0.05,0.7282171534660448,0.9889776796767082,137397018165.69951,235.73572553092114,candidate,DES-SL-simulated
DES-1935,DES-SL,13.182106815876724,-38.13322871550752,0.45841957840336,0.6380140475297975,0.47783601464871434,40595872591.76577,184.34505670497765,candidate,DES-SL-simulated
DES-1936,DES-SL,48.415209212441624,-45.78638282397115,0.595008459087947,1.1210882890781135,1.0084527670972894,147485417233.19495,241.8670765113522,candidate,DES-SL-simulated
DES-1937,DES-SL,0.8639263519691709,-55.68628572477801,0.10166651602357632,0.28354483524897933,0.700166434544319,93652515508.37433,231.30715959390122,candidate,DES-SL-simulated
DES-1938,DES-SL,33.778803636116905,-48.96551246756892,0.1930753932740134,0.8955445403972764,0.6426625038984157,26807956359.84822,129.17259033741385,candidate,DES-SL-simulated
DES-1939,DES-SL,59.845582775158675,-47.82297542007858,0.26486421555652423,0.41365745014487787,0.9786272371351219,35230580536.86439,120.0,candidate,DES-SL-simulated
DES-1940,DES-SL,47.765141776174495,-53.501609956014484,0.06195386235996138,0.39418296712428336,1.1111709603936164,78547378343.8523,168.15330255588776,candidate,DES-SL-simulated
DES-1941,DES-SL,33.4159901284228,-58.608954935590496,0.051254605997880086,0.5102330183112497,0.6846615324078917,99638409024.18535,241.27116649101256,candidate,DES-SL-simulated
DES-1942,DES-SL,36.91054868299454,-53.18030324731558,0.11279613894054913,1.0615851704339816,1.0014348665983748,111771756761.46849,211.2927911612087,candidate,DES-SL-simulated
DES-1943,DES-SL,22.436101570283363,-53.28707938776905,0.6,1.3002438442472335,1.0526824768726153,194464487791.42728,271.83254480219915,candidate,DES-SL-simulated
DES-1944,DES-SL,38.91992834775847,-39.88698467811774,0.06643118256844256,0.44285306873732116,0.7116398978567868,77017755383.07674,208.06320304935346,candidate,DES-SL-simulated
DES-1945,DES-SL,25.504819028511715,-49.199431253547715,0.10174572434603162,0.902859464193343,0.8599117008146732,137101713072.92012,252.53670350523618,candidate,DES-SL-simulated
DES-1946,DES-SL,59.63088377132306,-30.921169129039352,0.1994435066550181,0.9740488053742357,0.8849418578436755,137105569695.35612,248.94314715010077,candidate,DES-SL-simulated
DES-1947,DES-SL,18.974906508916455,-46.48055261697226,0.05,0.5714772469076298,0.853981615472689,159167444983.85532,273.0441382361873,candidate,DES-SL-simulated
DES-1948,DES-SL,33.8737884706485,-32.28066955902179,0.05323562686945024,1.0499841174119744,0.641422729868644,71099632540.47702,210.56757754585092,candidate,DES-SL-simulated
DES-1949,DES-SL,39.128523696683175,-58.65519857539504,0.05,0.6814829188280374,1.2100899837465824,188025423470.5036,249.30411689762968,candidate,DES-SL-simulated
DES-1950,DES-SL,11.961568174681485,-35.178257813417574,0.05,1.1539655240716309,0.7860374061269619,115417933524.57906,242.3511226741507,candidate,DES-SL-simulated
DES-1951,DES-SL,34.397711248208914,-49.94256297206324,0.05417857049225679,0.1610040432432374,0.6355538055698657,48791315966.84848,175.23671359420229,candidate,DES-SL-simulated
DES-1952,DES-SL,23.871280546754228,-49.04846191920885,0.6,1.0854134258296686,0.7100863906863856,137146192938.37367,277.9497445994369,candidate,DES-SL-simulated
DES-1953,DES-SL,23.7421286900419,-31.657292824437246,0.2170522594307282,1.781011431584501,1.3182171352166874,191920094171.32248,241.3219041033551,candidate,DES-SL-simulated
DES-1954,DES-SL,30.41592620375908,-39.20139382328134,0.5094860720963971,1.4191477166943227,0.9126304420424481,124444291977.32777,233.54469713697546,candidate,DES-SL-simulated
DES-1955,DES-SL,0.827262272673055,-32.64358608367622,0.2725099916366703,0.713101025446301,0.9966089238379855,179756499372.4179,268.60241359851454,candidate,DES-SL-simulated
DES-1956,DES-SL,24.955316281765793,-39.64128429779165,0.05,0.8384938819644853,0.4128186022176321,69190315547.94014,258.92442577971286,candidate,DES-SL-simulated
DES-1957,DES-SL,18.18622642811684,-44.528760982960875,0.22399332231164468,0.8578744521619833,0.3875008703153063,34530009955.61809,188.79565987973132,candidate,DES-SL-simulated
DES-1958,DES-SL,1.9517792751598328,-49.227092908228556,0.12975610755548322,1.389814503708004,0.7506464744360768,78923217634.6084,205.07591712912304,candidate,DES-SL-simulated
DES-1959,DES-SL,36.82823553718805,-46.55791790863961,0.3599601456652736,2.5,0.7989490245438179,156973129071.8145,280.3387406103611,candidate,DES-SL-simulated
DES-1960,DES-SL,21.23288108123583,-31.996902284011416,0.6,0.754810758723174,0.6422493513345015,181784366718.0343,336.47780659108065,candidate,DES-SL-simulated
DES-1961,DES-SL,25.409702329672093,-44.41538904778126,0.3694897375918602,0.5870053251312638,1.31457223494008,295611206322.67,299.91501911259127,candidate,DES-SL-simulated
DES-1962,DES-SL,18.422515529395522,-57.076321582658224,0.2097290226972189,1.3256276808531222,0.9270128669767868,177939937118.95078,277.0919002196423,candidate,DES-SL-simulated
DES-1963,DES-SL,3.228067325831414,-33.29708893818926,0.08524014921897824,0.4914874534371412,1.0954593449291854,182357780970.06287,258.0441470272493,candidate,DES-SL-simulated
DES-1964,DES-SL,54.94516636089396,-49.53170934007046,0.37563889689217705,1.3382221375128753,1.1799257079926289,138623403148.56607,216.78086360477374,candidate,DES-SL-simulated
DES-1965,DES-SL,36.17616405453228,-32.81685331935071,0.09284761399899948,0.5466480372209575,0.7870395492910404,105826822162.90771,231.91540355136698,candidate,DES-SL-simulated
DES-1966,DES-SL,6.214713088247659,-56.352809395177715,0.18979271948038035,0.3690470981574462,1.015448784711774,66942471331.901405,162.38722272192672,candidate,DES-SL-simulated
DES-1967,DES-SL,31.616473502161973,-39.394603878848216,0.10819495162178328,0.284527998760324,1.2271616963352754,130002793206.23949,205.85216639760134,candidate,DES-SL-simulated
DES-1968,DES-SL,38.101144204312476,-54.28217188282086,0.08580952950056994,0.21321118242631737,0.841143883501809,64617147219.76271,175.2946817497042,candidate,DES-SL-simulated
DES-1969,DES-SL,14.6424320305346,-37.86364941582034,0.3955247440712553,1.3517252956630281,0.712607279786846,51652836530.84143,170.2754184747489,candidate,DES-SL-simulated
DES-1970,DES-SL,43.602581155837065,-53.65248501313524,0.05,0.9351927667745552,1.491216627135535,80903277493.30373,147.31354642310282,candidate,DES-SL-simulated
DES-1971,DES-SL,24.612320698357284,-44.04043513567363,0.20897334448371968,0.46064873299660314,1.4029156819270723,143420920251.63303,202.21830376493668,candidate,DES-SL-simulated
DES-1972,DES-SL,20.478756601899843,-53.1428376903627,0.1444775446656271,1.3788272471945369,0.5661833887360498,48829591726.25553,185.7346708444695,candidate,DES-SL-simulated
DES-1973,DES-SL,33.92434550646415,-59.09932063965938,0.26030499064429713,0.7576915699899816,1.2079598732915369,66724867159.39309,148.6440742716542,candidate,DES-SL-simulated
DES-1974,DES-SL,23.59148747183777,-45.3649958175647,0.13867990842690506,0.7751399170076203,0.9866123516223223,145768940911.10403,243.1023856641997,candidate,DES-SL-simulated
DES-1975,DES-SL,29.813324898154935,-59.934786486552376,0.4117776436899063,0.6779280990356307,0.7274013172423776,107635052160.34337,243.28751189193423,candidate,DES-SL-simulated
DES-1976,DES-SL,51.0746630018151,-49.98001740149955,0.05,0.9390658052680305,0.7322183225529204,66971202191.4357,191.27303412991722,candidate,DES-SL-simulated
DES-1977,DES-SL,50.8267934094552,-31.86860149041076,0.05,0.19324480229798408,0.8101406424336773,112706711044.59573,235.898225469483,candidate,DES-SL-simulated
DES-1978,DES-SL,51.83815539895454,-42.91287290737745,0.2588534245011843,2.5,0.857477233125262,66662100247.67105,176.34298701549284,candidate,DES-SL-simulated
DES-1979,DES-SL,21.009981411461855,-41.281673496121186,0.15766926187064345,0.5494627126633179,0.6335921274266166,46352670489.72813,171.06552298408198,candidate,DES-SL-simulated
DES-1980,DES-SL,7.454303798195971,-39.02611752109694,0.33577047181613945,0.8551670219403913,0.9465875708660118,68343685285.21798,169.94124420499458,candidate,DES-SL-simulated
DES-1981,DES-SL,12.846504703679752,-57.44314018725185,0.0913939040163068,0.7544735270130194,0.8377240954564212,74096467136.46605,188.09542951703463,candidate,DES-SL-simulated
DES-1982,DES-SL,23.274757823227713,-40.774911201157565,0.2675710484302475,1.460142783633012,0.9180396362764932,219064134547.39133,308.9476667217578,candidate,DES-SL-simulated
DES-1983,DES-SL,52.67214041463076,-47.71037482343049,0.2307631466463186,0.6496243108212622,0.8052527818403142,104514609639.02795,227.85175611812625,candidate,DES-SL-simulated
DES-1984,DES-SL,5.264117925181879,-46.220386139405946,0.14932966840547376,0.8908904807304997,0.9542798736263706,70459395989.25432,171.85476228532343,candidate,DES-SL-simulated
DES-1985,DES-SL,5.408091885247634,-36.416751067252875,0.05,0.23227988620904888,1.210774247748959,223737808549.65378,271.87426362953204,candidate,DES-SL-simulated
DES-1986,DES-SL,12.669382652440824,-48.037038395104304,0.21497957543878013,0.8910363454014764,0.645977984328263,41428355648.4042,160.16587294796804,candidate,DES-SL-simulated
DES-1987,DES-SL,3.2055676468529826,-56.404198397590314,0.1915516325813553,1.542782181289604,1.2135705126671696,72739083493.22607,154.83937166482227,candidate,DES-SL-simulated
DES-1988,DES-SL,27.884627057967904,-35.95708781264048,0.5629679221586955,0.8767647440315194,0.6005416160177276,98001809103.32507,255.49093044042348,candidate,DES-SL-simulated
DES-1989,DES-SL,11.031998486876464,-49.4316032005739,0.28189282850191616,0.3818928285019162,0.8912655076721315,122680715737.98059,234.64677869234148,candidate,DES-SL-simulated
DES-1990,DES-SL,53.451083241550975,-30.179729158140503,0.16454228524434575,0.7077471250147769,0.7500174256377655,68728285529.44656,191.45295501636824,candidate,DES-SL-simulated
DES-1991,DES-SL,3.3699698726915206,-45.75098884829298,0.08779688215583167,0.5918091483377289,0.6244851208476709,125654382378.06001,283.69897583421505,candidate,DES-SL-simulated
DES-1992,DES-SL,6.754124185590314,-36.266232293699744,0.21434643658275232,0.3569652133169621,0.8153488887228787,48684511360.21509,154.54453834511528,candidate,DES-SL-simulated
DES-1993,DES-SL,23.74703683148497,-45.61933297199269,0.17656242358036348,0.30991353898201907,0.6392894214914706,75602321148.57396,217.49476159215337,candidate,DES-SL-simulated
DES-1994,DES-SL,53.37686807573879,-41.50861186153085,0.14068388134109108,0.6775849444246511,0.6044262074508502,88946274412.41035,242.6175614401296,candidate,DES-SL-simulated
DES-1995,DES-SL,42.08356597716435,-33.93801610026049,0.1437057897689198,0.5716143052772044,0.7847685491539638,30324848957.90559,124.32501606666067,candidate,DES-SL-simulated
DES-1996,DES-SL,47.27065581582098,-45.151690118798456,0.14517570886410888,0.7161247442858875,0.6334752805652927,97594558044.78734,248.24354257820207,candidate,DES-SL-simulated
DES-1997,DES-SL,40.45124464851931,-40.61329416525962,0.05,1.0610240913528244,1.1441473727655607,149542473482.1564,228.65004526494835,candidate,DES-SL-simulated
DES-1998,DES-SL,21.50073052037152,-40.396696241676,0.09128720145815916,0.7245370934861909,0.6019114450338402,126495510073.32347,289.9354040344087,candidate,DES-SL-simulated
DES-1999,DES-SL,0.587273322372317,-41.56917168874466,0.13655118457187373,0.38186699709967853,0.40765482320951607,42726212565.84466,204.75329600524225,candidate,DES-SL-simulated
DES-2000,DES-SL,33.16391223537235,-52.840509293014385,0.3612950941297609,1.1499714191451402,1.0311464620871378,228303581103.57663,297.59537642293475,candidate,DES-SL-simulated
BELLS-001,BELLS,154.8474169288339,38.5319824803449,0.5383048912049804,0.9366031403509038,1.2019626575829834,131193456584.73946,233.61224440189218,candidate,BELLS-simulated
BELLS-002,BELLS,198.13816911484423,45.55246186278271,0.30594971158276796,1.4717093636679488,1.5355361065965316,203684700976.12332,257.533773054635,candidate,BELLS-simulated
BELLS-003,BELLS,178.0848094212047,39.688323336297614,0.3631263155314138,0.5631263155314138,0.948004384200755,176465686502.16483,305.07734926354647,candidate,BELLS-simulated
BELLS-004,BELLS,128.6074606061859,22.164034269974277,0.6167816318371093,1.4190596367618311,1.557074951739501,312311548611.5911,316.6826459342989,candidate,BELLS-simulated
BELLS-005,BELLS,197.1408265872572,41.3019632497218,0.4373137418848443,1.238449766940894,1.405856697195342,182216446717.1079,254.5706092025328,candidate,BELLS-simulated
BELLS-006,BELLS,134.85515863594728,3.523376062459884,0.7395046127426379,1.6219396258952763,1.0157617975238447,131364956269.96576,254.2897339358418,candidate,BELLS-simulated
BELLS-007,BELLS,244.00672617524336,6.5954983979501165,0.4179601540784452,0.8589011249405003,1.120007198782395,161320948080.0742,268.36135619626816,candidate,BELLS-simulated
BELLS-008,BELLS,194.31596788770983,2.540306820709066,0.3220882163688541,0.5640257340325547,0.9596382334630528,133763089244.10728,263.9972335993744,candidate,BELLS-simulated
BELLS-009,BELLS,229.10657849454824,39.89015438212408,0.599209430610397,1.163270265657136,1.122169733130331,274931584616.931,350.0,candidate,BELLS-simulated
BELLS-010,BELLS,150.30724123403652,42.934296612148096,0.6619261080550073,1.1878710173065725,0.9088526518591746,75738810276.51706,204.12561312158462,candidate,BELLS-simulated
BELLS-011,BELLS,220.89976818350607,5.942419910529139,0.20935520813085473,0.40935520813085474,1.3222927080570581,85684567482.09738,180.0,candidate,BELLS-simulated
BELLS-012,BELLS,109.76570387573699,30.591727706680043,0.7603543980175338,2.0,1.1777294640940008,146881892074.9004,249.7159951113706,candidate,BELLS-simulated
BELLS-013,BELLS,152.38484363637053,4.286418036529433,0.6103969627714948,2.0,1.4898348865828805,152907279574.8171,226.53223675149366,candidate,BELLS-simulated
BELLS-014,BELLS,100.49063879968753,20.016070749851526,0.6516649849271205,1.2614845211738488,1.9828955681617146,450212149749.46594,336.93310686302226,candidate,BELLS-simulated
BELLS-015,BELLS,231.12615535655496,3.031013373590541,0.3593945080531632,0.7512372491757362,0.9840460658677769,135810591611.31094,262.6903432511593,candidate,BELLS-simulated
BELLS-016,BELLS,187.28727326898667,19.110842252416717,0.3918841844506472,0.5918841844506473,1.6043232974910755,248711065469.80707,278.4111415670431,candidate,BELLS-simulated
BELLS-017,BELLS,149.3766533801682,55.46183770114139,0.5437740108894861,0.9467608126469493,0.9448581597384579,87102729465.64862,214.69284711357614,candidate,BELLS-simulated
BELLS-018,BELLS,201.7500744563786,36.10225707933419,0.3879621157632882,1.6604117620799308,1.1756520168327094,103671991594.91412,209.97922398606573,candidate,BELLS-simulated
BELLS-019,BELLS,125.3476614339339,2.4858747677061976,0.41072631089761996,0.7620560481070721,0.9621265695878557,137707663679.7938,267.5148857979742,candidate,BELLS-simulated
BELLS-020,BELLS,103.69195084051394,47.56863369810962,0.7513052996463594,1.2425215382059438,0.9502056494656207,152447228336.03876,283.2278557803257,candidate,BELLS-simulated
BELLS-021,BELLS,208.02804014787563,14.7923518726165,0.5861598101852624,0.7861598101852625,1.347364533322503,188736993747.65576,264.64943012734955,candidate,BELLS-simulated
BELLS-022,BELLS,190.6661374512841,25.729680582413156,0.6218781296180441,1.4575077831980834,0.9302103669822329,94755285289.9708,225.68159175196186,candidate,BELLS-simulated
BELLS-023,BELLS,162.80095589072735,17.20935455761269,0.5808672156658637,0.7808672156658638,1.0894041110150998,151122031486.17325,263.36277448645546,candidate,BELLS-simulated
BELLS-024,BELLS,172.14904591314286,44.75828028482619,0.21326660590623597,0.6252890569620189,1.6254173709290456,239975828742.85126,271.6979138688518,candidate,BELLS-simulated
BELLS-025,BELLS,102.1733029238933,52.82186457147436,0.5641064186491539,1.317958001106528,0.7578681320048125,98084594509.77382,254.38329001753434,candidate,BELLS-simulated
BELLS-026,BELLS,227.83719579745193,35.81020271975651,0.8,1.7403943402705702,0.9692791151873686,149201881438.14774,277.42636042806276,candidate,BELLS-simulated
BELLS-027,BELLS,170.02353166109793,58.81789991917237,0.6548902204194086,1.1893710467039424,0.8881693455851044,163153711654.78986,303.0648655799977,candidate,BELLS-simulated
BELLS-028,BELLS,145.64790212881584,38.605263917855275,0.7548748433184812,1.144718736345483,1.5915065276439433,137887133636.16342,208.13382322699033,candidate,BELLS-simulated
BELLS-029,BELLS,174.1825285145776,19.397526048839822,0.684635794028462,1.1119462703947864,0.9517392396986734,73719170064.17902,196.79598468800484,candidate,BELLS-simulated
BELLS-030,BELLS,132.19276543130377,32.67809924377972,0.596003904942012,0.9753434327183563,0.9400728285177886,127307033316.27838,260.21387550980506,candidate,BELLS-simulated
BELLS-031,BELLS,246.76797223214894,27.27452753361883,0.630507037944822,1.4235123113145947,0.8984900190331356,146257203508.7241,285.2903003843231,candidate,BELLS-simulated
BELLS-032,BELLS,217.88074960998847,57.41212559087332,0.3362399837283512,0.5362399837283511,1.132088671482923,107068154271.86273,217.45777391409553,candidate,BELLS-simulated
BELLS-033,BELLS,248.8107325744767,34.13655906397651,0.46826816737394017,2.0,1.2311254152655837,180955885234.00842,271.0941898700945,candidate,BELLS-simulated
BELLS-034,BELLS,109.75576895817899,29.573434150091916,0.4155872953179927,1.0030736725276916,1.091144047342215,169328109650.23477,278.5534157223648,candidate,BELLS-simulated
BELLS-035,BELLS,145.81769100318894,23.23277976013969,0.47216651952719313,1.4952531616154385,1.0377008754777401,147889193578.04797,266.94213584141886,candidate,BELLS-simulated
BELLS-036,BELLS,139.0632352801955,12.263900619724787,0.4572318414430878,0.8803326949674153,1.1252448395417338,192634773624.6531,292.5693525753564,candidate,BELLS-simulated
BELLS-037,BELLS,191.8131353535213,38.51709425425828,0.5706543441810971,2.0,1.7163240301368061,282796355085.0047,287.02667791631444,candidate,BELLS-simulated
BELLS-038,BELLS,152.00355655438776,19.822228396128907,0.6040285276547833,0.8040285276547834,0.672643690205784,112915656192.79901,289.7140432736907,candidate,BELLS-simulated
BELLS-039,BELLS,225.51012738289913,4.387814384727644,0.8,2.0,1.6757266725103033,186568418376.85956,235.94048939185208,candidate,BELLS-simulated
BELLS-040,BELLS,142.10105653905023,52.28422748556977,0.593273476639937,1.4486813372410694,1.369331793443574,324912445232.1601,344.4401974800144,candidate,BELLS-simulated
BELLS-041,BELLS,245.00166313753445,16.95929785364785,0.4782933743674106,0.7334568396446934,1.5821321235602366,180374429234.31027,238.75425095941867,candidate,BELLS-simulated
BELLS-042,BELLS,137.3854816793225,18.790101304964853,0.6511551678472581,1.1455060058135103,0.9373426854286695,199729286467.03723,326.4049077306117,candidate,BELLS-simulated
BELLS-043,BELLS,107.01877761519118,30.21195755380216,0.45141189646649826,1.6921944174721029,1.3057291714212393,131175640753.95242,224.12228721647335,candidate,BELLS-simulated
BELLS-044,BELLS,223.40986134872043,49.30473891229407,0.40196209251515036,0.6278564813247082,1.6292796070414397,165634727402.14566,225.45656710838722,candidate,BELLS-simulated
BELLS-045,BELLS,238.19766461371862,15.655587943056302,0.47021620969938904,1.324388414198486,1.2100783224899399,90217173300.74847,193.0735889140574,candidate,BELLS-simulated
BELLS-046,BELLS,226.49663413918617,31.683128246130735,0.49698103445705744,0.8167346561666748,1.8146500158864411,375310327596.95044,321.576142572261,candidate,BELLS-simulated
BELLS-047,BELLS,111.5505238759324,45.221753558085254,0.5534416132020188,1.4852027984842016,1.2733233272026816,196173425437.3716,277.54649180585665,candidate,BELLS-simulated
BELLS-048,BELLS,201.14885866465767,43.284264803037274,0.6307127179467459,0.830712717946746,1.3938642293067356,157513536509.31714,237.702476756393,candidate,BELLS-simulated
BELLS-049,BELLS,193.0572924648448,25.390491085983374,0.3490807031623351,1.8237937929041768,1.5161269314925228,187024274875.41165,248.3511702652753,candidate,BELLS-simulated
BELLS-050,BELLS,176.47121212717397,39.62210337824323,0.453922866346603,1.1348061554917943,1.4092627159289062,184226935871.19196,255.66164883360915,candidate,BELLS-simulated
BELLS-051,BELLS,229.89349029173025,4.492322248129406,0.5929235325849319,0.792923532584932,1.1670398766499566,141266628378.95132,246.01520200878105,candidate,BELLS-simulated
BELLS-052,BELLS,184.59861751624197,2.935292878499969,0.5846588681624432,1.2016705681023143,1.2477662345493943,156757291094.4398,250.62954318929275,candidate,BELLS-simulated
BELLS-053,BELLS,151.34743014570276,20.66248898432064,0.6092063421404644,0.8521909519731723,1.1771313539445625,106146327811.56955,212.336681341303,candidate,BELLS-simulated
BELLS-054,BELLS,200.06123632329616,29.610968179315623,0.6998451752974931,1.4449163904106723,1.553407531042411,215815647621.06763,263.5625883380822,candidate,BELLS-simulated
BELLS-055,BELLS,235.08828518046823,23.33318623054825,0.6136011142600473,0.9630762446744874,1.2490075543625518,196197695395.85645,280.2524516275763,candidate,BELLS-simulated
BELLS-056,BELLS,216.2113174769322,23.90955522386427,0.5395999437776048,1.3597192337481987,1.4485424151623727,203561660412.2664,265.0741553966325,candidate,BELLS-simulated
BELLS-057,BELLS,199.7387875969614,33.72127093825123,0.6995974121775801,1.598165811920203,1.1888675938889781,77038620084.00578,180.0,candidate,BELLS-simulated
BELLS-058,BELLS,192.34748474347913,57.482071181376604,0.7234626657246158,0.9855844085611953,1.373309150325093,107247084920.70273,197.6030272013561,candidate,BELLS-simulated
BELLS-059,BELLS,245.07642674345553,7.458497955076345,0.4510542918220126,0.9552135079790562,1.5690945637101534,220667190191.67273,265.1730145612246,candidate,BELLS-simulated
BELLS-060,BELLS,209.54926325891066,27.771406692928434,0.5096638485677486,1.2582999321908876,1.519976142439964,186267488265.65076,247.53416292791258,candidate,BELLS-simulated
BELLS-061,BELLS,219.61492324806403,54.08817967842571,0.6475182421945169,0.8475182421945169,1.2084524838158173,244488580315.20773,318.0530042582661,candidate,BELLS-simulated
